"","iterations","available_data_points","prop_coded_data","n_lg","n_var","worst_lg_abs","worst_lg_abs_coding_density","worst_var_abs","worst_var_abs_coding_density","removed_lg","removed_var","taxonomic_index","na_distribution_index"
"1","0 (full)","276784","0.578322517018458","2467","194","quey1238","0.0154639175257732","GB197CC","0.0397243615727604","NA","NA","3.73345468396979","0.280718060369543"
"2","1","276781","0.578550764625714","2466","194","geme1244;mehi1240","0.0206185567010309","GB197CC","0.0397404703974047","quey1238","NA","3.73394067689737","0.280572744898644"
"3","2","276776","0.578775015160704","2465","194","geme1244;mehi1240","0.0206185567010309","GB197CC","0.0397565922920892","east2449","NA","3.73483600814389","0.280440654642298"
"4","3","276772","0.579001539697416","2464","194","mehi1240","0.0206185567010309","GB197CC","0.0397727272727273","geme1244","NA","3.73551494106799","0.28030039436677"
"5","4","276768","0.579228248176099","2463","194","cuaa1241","0.0257731958762887","GB197CC","0.0397888753552578","mehi1240","NA","3.73539269806495","0.280161740396091"
"6","5","276762","0.57945095346169","2462","194","cuaa1241","0.0257731958762887","GB197CC","0.0398050365556458","mmen1238","NA","3.73607144070281","0.280032179937231"
"7","6","276757","0.57967593426526","2461","194","japa1238","0.0309278350515464","GB197CC","0.0398212108898822","cuaa1241","NA","3.73619976089904","0.279888368931826"
"8","7","276748","0.579892716452938","2460","194","japa1238","0.0309278350515464","GB197CC","0.0398373983739837","cent2060","NA","3.73709789565193","0.279757060264718"
"9","8","276739","0.580109674957971","2459","194","japa1238","0.0309278350515464","GB197CC","0.0398535990239935","bera1262","NA","3.73799616465179","0.279623859476513"
"10","9","276732","0.580331004169008","2458","194","japa1238","0.0309278350515464","GB197CC","0.0398698128559805","tain1254","NA","3.73786604686969","0.279491602443868"
"11","10","276721","0.580544121781235","2457","194","japa1238","0.0309278350515464","GB197CC","0.0398860398860399","homa1239","NA","3.73854670015035","0.27936294154161"
"12","11","276711","0.580759511736459","2456","194","japa1238","0.0309278350515464","GB197CC","0.0399022801302932","goro1270","NA","3.73883797348464","0.279243129900066"
"13","12","276700","0.580972977512755","2455","194","japa1238","0.0309278350515464","GB197CC","0.039918533604888","cent1972","NA","3.7389532579221","0.279134108137957"
"14","13","276690","0.581188717767751","2454","194","japa1238","0.0309278350515464","GB197CC","0.0399348003259984","wira1262","NA","3.73910404056684","0.279007256156492"
"15","14","276684","0.581413039366902","2453","194","suru1262","0.0670103092783505","GB197CC","0.0399510803098247","japa1238","NA","3.7376038887336","0.278870652882675"
"16","15","276670","0.581620726190276","2452","194","suru1262","0.0670103092783505","GB197CC","0.0399673735725938","apol1242","NA","3.73746457794129","0.278759564876961"
"17","16","276657","0.581830685560701","2451","194","finn1310;kain1272","0.077319587628866","GB197CC","0.039983680130559","suru1262","NA","3.73697297207306","0.278648721168696"
"18","17","276635","0.582021880917315","2450","194","finn1310;kain1272","0.077319587628866","GB197CC","0.04","ilia1236","NA","3.73787522038542","0.278557769370101"
"19","18","276618","0.582223756382786","2449","194","finn1310;kain1272","0.077319587628866","GB197CC","0.0400163331972234","east2333","NA","3.73800179713318","0.278451332653829"
"20","19","276601","0.582425796779193","2448","194","finn1310;kain1272","0.077319587628866","GB197CC","0.0400326797385621","nyun1247","NA","3.73814869729195","0.27833270792019"
"21","20","276577","0.582613256712406","2447","194","finn1310;kain1272","0.077319587628866","GB197CC","0.040049039640376","bana1288","NA","3.73905226467247","0.27824885665844"
"22","21","276551","0.582796655174448","2446","194","finn1310;kain1272","0.077319587628866","GB197CC","0.0400654129190515","bodo1272","NA","3.73973698340922","0.278156621090139"
"23","22","276525","0.582980203655683","2445","194","finn1310;kain1272","0.077319587628866","GB197CC","0.040081799591002","poly1242","NA","3.74064150362206","0.278067958529644"
"24","23","276501","0.583168120539255","2444","194","finn1310;kain1272","0.077319587628866","GB197CC","0.0400981996726678","maku1277","NA","3.74154615936879","0.277974266818173"
"25","24","276474","0.583349861375443","2443","194","finn1310;kain1272","0.077319587628866","GB197CC","0.0401146131805158","bamb1266","NA","3.74223192159015","0.27791820050397"
"26","25","276456","0.583550748499202","2442","194","finn1310;kain1272","0.077319587628866","GB197CC","0.0401310401310401","sara1331","NA","3.74208561983543","0.277813860553172"
"27","26","276441","0.583758135291857","2441","194","finn1310","0.077319587628866","GB197CC","0.040147480540762","kain1272","NA","3.74145767210617","0.277697180834068"
"28","27","276415","0.583942453946257","2440","194","finn1310","0.077319587628866","GB197CC","0.0401639344262295","ngul1236","NA","3.74236404182744","0.277606520250677"
"29","28","276394","0.584137490859445","2439","194","finn1310","0.077319587628866","GB197CC","0.040180401804018","gung1248","NA","3.74250984250027","0.27749909393968"
"30","29","276366","0.584317887739655","2438","194","finn1310","0.077319587628866","GB197CC","0.0401968826907301","nalo1235","NA","3.74341694676195","0.277407894682021"
"31","30","276344","0.584511123614043","2437","194","finn1310","0.077319587628866","GB197CC","0.0402133771029955","kaur1267","NA","3.74355863141443","0.277309798017737"
"32","31","276323","0.584706634164508","2436","194","finn1310","0.077319587628866","GB197CC","0.0402298850574713","kawa1283","NA","3.74345219008578","0.277215914743153"
"33","32","276299","0.584895954613773","2435","194","finn1310","0.077319587628866","GB197CC","0.0402464065708419","ngur1261","NA","3.74358927246706","0.277124617932338"
"34","33","276275","0.585085430626265","2434","194","finn1310","0.077319587628866","GB197CC","0.0402629416598192","nyah1249","NA","3.74371629977478","0.277024106086801"
"35","34","276254","0.585281418299075","2433","194","finn1310","0.077319587628866","GB197CC","0.0402794903411426","omii1238","NA","3.74336497802011","0.276927895212095"
"36","35","276229","0.585469089120998","2432","194","finn1310","0.077319587628866","GB197CC","0.0402960526315789","yinc1238","NA","3.74348708376438","0.27682954320345"
"37","36","276204","0.585656914340965","2431","194","finn1310","0.077319587628866","GB197CC","0.0403126285479227","darl1243","NA","3.7436199401568","0.276736209002989"
"38","37","276177","0.585840651648212","2430","194","finn1310","0.077319587628866","GB197CC","0.0403292181069959","warl1255","NA","3.74374786589089","0.276662673336261"
"39","38","276150","0.586024540241837","2429","194","finn1310","0.077319587628866","GB197CC","0.0403458213256484","walm1241","NA","3.74387078812974","0.276579892125963"
"40","39","276119","0.586200088316717","2428","194","finn1310","0.077319587628866","GB197CC","0.0403624382207578","hler1235","NA","3.74437295979162","0.276491634660395"
"41","40","276083","0.586365161690433","2427","194","finn1310","0.077319587628866","GB197CC","0.0403790688092295","ramo1244","NA","3.74528602404706","0.276410534691838"
"42","41","276056","0.586549493884975","2426","194","finn1310","0.077319587628866","GB197CC","0.0403957131079967","yort1237","NA","3.74540488821988","0.276316358493751"
"43","42","276019","0.586712721862047","2425","194","finn1310","0.077319587628866","GB197CC","0.0404123711340206","papa1268","NA","3.74631868696918","0.276269984142555"
"44","43","275984","0.586880337518288","2424","194","finn1310","0.077319587628866","GB197CC","0.0404290429042904","tagb1258","NA","3.74723262400461","0.276198696050472"
"45","44","275947","0.587043836770469","2423","194","finn1310","0.077319587628866","GB197CC","0.0404457284358234","zulu1248","NA","3.74792844983266","0.276131893718176"
"46","45","275914","0.587215984063609","2422","194","finn1310","0.077319587628866","GB197CC","0.0404624277456647","ukaa1243","NA","3.74862368012157","0.276066237988772"
