"","iterations","available_data_points","prop_coded_data","n_lg","n_var","worst_lg_abs","worst_lg_abs_coding_density","worst_var_abs","worst_var_abs_coding_density","removed_lg","removed_var","taxonomic_index","na_distribution_index"
"47","46","275873","0.587371240477437","2421","194","finn1310","0.077319587628866","GB197CC","0.0404791408508881","labe1239","NA","3.74953942489797","0.27601889997374"
"48","47","275834","0.587530885234728","2420","194","finn1310","0.077319587628866","GB197CC","0.040495867768595","maga1263","NA","3.75045530706898","0.275985719025687"
"49","48","275801","0.58770344736472","2419","194","finn1310","0.077319587628866","GB197CC","0.0400992145514675","ndam1251","NA","3.75075875854533","0.275930927639535"
"50","49","275762","0.587863361558074","2418","194","finn1310","0.077319587628866","GB197CC","0.0401157981803143","yala1266","NA","3.75167545213285","0.275887937324204"
"51","50","275731","0.588040469355809","2417","194","finn1310","0.077319587628866","GB197CC","0.0401323955316508","wath1238","NA","3.75179349581447","0.275810887249633"
"52","51","275692","0.588200655424319","2416","194","finn1310","0.077319587628866","GB197CC","0.0401490066225166","gada1258","NA","3.75271092451725","0.275748859297716"
"53","52","275648","0.588350302021302","2415","194","finn1310","0.077319587628866","GB197CC","0.0401656314699793","zigu1244","NA","3.75340999973858","0.275728214848448"
"54","53","275607","0.58850647853159","2414","194","finn1310","0.077319587628866","GB197CC","0.040182270091135","mera1242","NA","3.75432840452637","0.275656173453216"
"55","54","275576","0.588684146440458","2413","194","finn1310","0.077319587628866","GB197CC","0.0401989225031082","arab1267","NA","3.75444290381136","0.275575511314548"
"56","55","275545","0.588861961669317","2412","194","finn1310","0.077319587628866","GB197CC","0.0402155887230514","wira1265","NA","3.75455206706635","0.275488065629585"
"57","56","275515","0.589042062368782","2411","194","finn1310","0.077319587628866","GB197CC","0.040232268768146","pana1305","NA","3.75444393216478","0.275413090348349"
"58","57","275480","0.589211618257261","2410","194","finn1310","0.077319587628866","GB197CC","0.0402489626556017","bolg1251","NA","3.75514468062854","0.275325954554728"
"59","58","275434","0.589357777749248","2409","194","finn1310","0.077319587628866","GB197CC","0.0402656704026567","maro1244","NA","3.75606577237798","0.275274547253106"
"60","59","275391","0.589510480528821","2408","194","finn1310","0.077319587628866","GB197CC","0.0402823920265781","safw1238","NA","3.7567667595006","0.275233889194773"
"61","60","275351","0.589669734751305","2407","194","finn1310","0.077319587628866","GB197CC","0.0402991275446614","teun1241","NA","3.75768883344849","0.275164375828268"
"62","61","275329","0.58986768474004","2406","194","finn1310","0.077319587628866","GB197CC","0.0403158769742311","teiw1235","NA","3.75663886348572","0.275056956691351"
"63","62","275286","0.59002079002079","2405","194","finn1310","0.077319587628866","GB197CC","0.0403326403326403","obom1235","NA","3.7575611923597","0.275010628683172"
"64","63","275240","0.590167590098976","2404","194","finn1310","0.077319587628866","GB197CC","0.0403494176372712","sisi1250","NA","3.75848365537364","0.274946719938482"
"65","64","275207","0.590342398462403","2403","194","finn1310","0.077319587628866","GB197CC","0.0403662089055347","yand1253","NA","3.75859076357586","0.27486538614224"
"66","65","275173","0.590515206400165","2402","194","finn1310","0.077319587628866","GB197CC","0.0403830141548709","phon1246","NA","3.75872049265618","0.274791247954739"
"67","66","275132","0.590673130182012","2401","194","finn1310","0.077319587628866","GB197CC","0.0403998334027489","gbay1278","NA","3.75942447134711","0.274736336056944"
"68","67","275098","0.590846219931272","2400","194","finn1310","0.077319587628866","GB197CC","0.0404166666666667","gugu1255","NA","3.75952683861787","0.274658135203773"
"69","68","275064","0.591019453982115","2399","194","finn1310","0.077319587628866","GB197CC","0.0404335139641517","dhar1247","NA","3.75962359372876","0.274574818980721"
"70","69","275016","0.591162738708374","2398","194","finn1310","0.077319587628866","GB197CC","0.0404503753127606","kapi1249","NA","3.7605494570223","0.274525018774301"
"71","70","274968","0.591306142988013","2397","194","finn1310","0.077319587628866","GB197CC","0.0404672507300793","buku1249","NA","3.76125469209933","0.274502626633949"
"72","71","274935","0.591481937249367","2396","194","finn1310","0.077319587628866","GB197CC","0.0404841402337229","cupe1243","NA","3.76114157485713","0.274430320704834"
"73","72","274900","0.59165357381142","2395","194","finn1310","0.077319587628866","GB197CC","0.0405010438413361","nyan1301","NA","3.76123389738407","0.274354249765248"
"74","73","274865","0.591825353762413","2394","194","finn1310","0.077319587628866","GB197CC","0.0405179615705931","djin1253","NA","3.76132041745513","0.274278271612761"
"75","74","274830","0.591997277282107","2393","194","finn1310","0.077319587628866","GB197CC","0.0405348934391977","awab1243","NA","3.76140103879599","0.274193991900246"
"76","75","274784","0.592145640106196","2392","194","finn1310","0.077319587628866","GB197CC","0.0405518394648829","ocea1241","NA","3.76233020133533","0.274142832873121"
"77","76","274748","0.592315685538984","2391","194","finn1310","0.077319587628866","GB197CC","0.040568799665412","ying1247","NA","3.7624054195164","0.274076605290925"
"78","77","274713","0.592488030021999","2390","194","finn1310","0.077319587628866","GB197CC","0.0405857740585774","warr1255","NA","3.76247453584664","0.273998793923984"
"79","78","274663","0.592628153953041","2389","194","finn1310","0.077319587628866","GB197CC","0.0406027626622018","bann1247","NA","3.76340502378197","0.273940826268813"
"80","79","274616","0.592774870918165","2388","194","finn1310","0.077319587628866","GB197CC","0.0406197654941374","haro1237","NA","3.7643356484153","0.273890264918425"
"81","80","274574","0.59293250813038","2387","194","finn1310","0.077319587628866","GB197CC","0.0402178466694596","beel1236","NA","3.7646510103336","0.273841640697272"
"82","81","274529","0.593083796372309","2386","194","finn1310","0.077319587628866","GB197CC","0.0402347024308466","gese1240","NA","3.76558246815377","0.273792431080726"
"83","82","274492","0.593252501674988","2385","194","finn1310","0.077319587628866","GB197CC","0.040251572327044","alya1239","NA","3.76564748855575","0.273724674192552"
"84","83","274447","0.593404051062063","2384","194","finn1310","0.077319587628866","GB197CC","0.0402684563758389","boli1256","NA","3.76657967498624","0.273660086142675"
"85","84","274403","0.593557890729437","2383","194","finn1310","0.077319587628866","GB197CC","0.0402853545950483","nati1243","NA","3.7672926518916","0.273610842726876"
"86","85","274354","0.59370103958382","2382","194","finn1310","0.077319587628866","GB197CC","0.0403022670025189","kair1263","NA","3.76822583916198","0.273544591031369"
"87","86","274317","0.593870287542703","2381","194","finn1310","0.077319587628866","GB197CC","0.0403191936161277","waja1257","NA","3.76828622118576","0.273470395388502"
"88","87","274279","0.594037511911981","2380","194","finn1310","0.077319587628866","GB197CC","0.0403361344537815","duun1241","NA","3.76834016080332","0.273398059090276"
"89","88","274264","0.594254711543878","2379","194","guri1248","0.0927835051546392","GB197CC","0.0403530895334174","finn1310","NA","3.76623578690992","0.273276074246215"
"90","89","274216","0.594400561851335","2378","194","guri1248","0.0927835051546392","GB197CC","0.0403700588730025","east2563","NA","3.76716997825876","0.27320367770846"
"91","90","274167","0.594544366328518","2377","194","guri1248","0.0927835051546392","GB197CC","0.0403870424905343","hili1240","NA","3.76810430276548","0.273140488952877"
"92","91","274114","0.594679614009511","2376","194","guri1248","0.0927835051546392","GB197CC","0.0404040404040404","siar1238","NA","3.7690387590321","0.273085637062591"
"93","92","274065","0.594823657080846","2375","194","guri1248","0.0927835051546392","GB197CC","0.0404210526315789","lowe1412","NA","3.76997334565184","0.273023454626624"
"94","93","274019","0.594974335368554","2374","194","guri1248","0.0927835051546392","GB197CC","0.0404380791912384","bunu1267","NA","3.77090806120906","0.272959393543241"
"95","94","273980","0.59514034607548","2373","194","guri1248","0.0927835051546392","GB197CC","0.0404551201011378","kara1476","NA","3.7709577086127","0.272885809819865"
"96","95","273931","0.595284765563881","2372","194","guri1248","0.0927835051546392","GB197CC","0.0404721753794266","west2538","NA","3.77189314438861","0.272841793800266"
"97","96","273883","0.595431480909791","2371","194","guri1248","0.0927835051546392","GB197CC","0.0404892450442851","java1254","NA","3.77282870687204","0.27276909773587"
"98","97","273839","0.595587019879073","2370","194","guri1248","0.0927835051546392","GB197CC","0.0405063291139241","daha1245","NA","3.7731493232159","0.272723449952973"
"99","98","273794","0.595740514288947","2369","194","guri1248","0.0927835051546392","GB197CC","0.0405234276065851","rend1243","NA","3.77346674934329","0.272666446693729"
"100","99","273754","0.595905022290332","2368","194","guri1248","0.0927835051546392","GB197CC","0.0405405405405405","aghu1254","NA","3.77351154943436","0.272592491204998"
"101","100","273713","0.596067491583152","2367","194","guri1248","0.0927835051546392","GB197CC","0.0405576679340938","dier1241","NA","3.77354952420187","0.272537506289006"
"102","101","273677","0.59624099136391","2366","194","guri1248","0.0927835051546392","GB197CC","0.040574809805579","poya1241","NA","3.77309391606338","0.272467713773545"
"103","102","273624","0.596377585492906","2365","194","guri1248","0.0927835051546392","GB197CC","0.0405919661733615","coco1260","NA","3.77403258695592","0.272423934371935"
"104","103","273576","0.596525197550892","2364","194","guri1248","0.0927835051546392","GB197CC","0.0406091370558376","bayo1255","NA","3.77475642706796","0.272394354790755"
"105","104","273535","0.596688204318292","2363","194","guri1248","0.0927835051546392","GB197CC","0.0406263224714346","piap1246","NA","3.77462233123631","0.272351876966952"
"106","105","273484","0.596829525912864","2362","194","guri1248","0.0927835051546392","GB197CC","0.0406435224386113","west2564","NA","3.77556253196045","0.272298495038019"
"107","106","273432","0.596968783976735","2361","194","guri1248","0.0927835051546392","GB197CC","0.0406607369758577","bobo1255","NA","3.77650285964864","0.272248618207878"
"108","107","273396","0.597143106762188","2360","194","guri1248","0.0927835051546392","GB197CC","0.0406779661016949","para1311","NA","3.77599992804706","0.272171024896813"
"109","108","273339","0.597271690345813","2359","194","guri1248","0.0927835051546392","GB197CC","0.0406952098346757","iama1237","NA","3.77694074632286","0.272123756371202"
"110","109","273288","0.597413499121219","2358","194","guri1248","0.0927835051546392","GB197CC","0.0407124681933842","ngal1296","NA","3.77766732545947","0.272077122732994"
"111","110","273245","0.597572923819813","2357","194","guri1248","0.0927835051546392","GB197CC","0.0407297411964361","jaru1254","NA","3.77770182902214","0.272017749934413"
"112","111","273189","0.59770404144715","2356","194","guri1248","0.0927835051546392","GB197CC","0.0407470288624788","belu1239","NA","3.77842828851083","0.271983438249358"
"113","112","273171","0.597918445071902","2355","194","cani1243","0.154639175257732","GB197CC","0.0407643312101911","guri1248","NA","3.77631105708743","0.271859549764559"
"114","113","273130","0.598082666923596","2354","194","cani1243","0.154639175257732","GB197CC","0.0407816482582838","para1316","NA","3.77616783598478","0.271801841267509"
"115","114","273069","0.598203215022717","2353","194","cani1243","0.154639175257732","GB197CC","0.0407989800254994","simb1256","NA","3.77711135162317","0.271774098541856"
"116","115","273013","0.59833482362017","2352","194","cani1243","0.154639175257732","GB197CC","0.0408163265306122","nort2994","NA","3.77805499306524","0.271732487749293"
"117","116","272953","0.598457774055348","2351","194","cani1243","0.154639175257732","GB197CC","0.0408336877924288","kaul1240","NA","3.77899875881594","0.271683939064589"
"118","117","272908","0.598613731081377","2350","194","cani1243","0.154639175257732","GB197CC","0.0408510638297872","gana1278","NA","3.77902785999084","0.271641787538424"
"119","118","272853","0.598747876920646","2349","194","cani1243","0.154639175257732","GB197CC","0.0408684546615581","cebu1242","NA","3.77997234391454","0.271585914390785"
"120","119","272797","0.598879941691986","2348","194","cani1243","0.154639175257732","GB197CC","0.0408858603066439","muss1246","NA","3.78091694976413","0.271532515899223"
"121","120","272743","0.599016511536992","2347","194","cani1243","0.154639175257732","GB197CC","0.0409032807839795","golo1234","NA","3.78164776548652","0.271500510113746"
"122","121","272689","0.599153197809828","2346","194","cani1243","0.154639175257732","GB197CC","0.040920716112532","akan1250","NA","3.78237795064522","0.271480270330929"
"123","122","272644","0.599309783922801","2345","194","cani1243","0.154639175257732","GB197CC","0.0409381663113006","yind1248","NA","3.78240198120635","0.271420367617717"
"124","123","272586","0.59943791562577","2344","194","cani1243","0.154639175257732","GB197CC","0.0409556313993174","uppe1427","NA","3.78334909567621","0.271390180657677"
"125","124","272521","0.59955075658575","2343","194","cani1243","0.154639175257732","GB197CC","0.0409731113956466","penr1237","NA","3.78429633143879","0.271365540152405"
"126","125","272471","0.599696708250064","2342","194","cani1243","0.154639175257732","GB197CC","0.0409906063193851","afad1236","NA","3.78462335704499","0.271316298520159"
"127","126","272411","0.599820765643372","2341","194","cani1243","0.154639175257732","GB197CC","0.0410081161896625","bank1256","NA","3.78535584089621","0.271306847344168"
"128","127","272355","0.599953740417658","2340","194","cani1243","0.154639175257732","GB197CC","0.041025641025641","cari1276","NA","3.78630482392007","0.271260561762996"
"129","128","272307","0.60010445912651","2339","194","cani1243","0.154639175257732","GB197CC","0.0410431808465156","hala1252","NA","3.78645563096058","0.271204092281991"
"130","129","272256","0.600248692600072","2338","194","cani1243","0.154639175257732","GB197CC","0.0406330196749358","kaby1243","NA","3.78678111866969","0.271182633287919"
"131","130","272208","0.600399666503447","2337","194","cani1243","0.154639175257732","GB197CC","0.040650406504065","maia1254","NA","3.78687182654118","0.271113663936056"
"132","131","272161","0.600552976274538","2336","194","cani1243","0.154639175257732","GB197CC","0.0406678082191781","ajyi1238","NA","3.7867240413416","0.27106919711876"
"133","132","272097","0.600668888937946","2335","194","cani1243","0.154639175257732","GB197CC","0.0406852248394004","kari1306","NA","3.78745895410037","0.271048395990378"
"134","133","272036","0.600791526426912","2334","194","cani1243","0.154639175257732","GB197CC","0.0407026563838903","unea1237","NA","3.78841150133439","0.270992482065803"
"135","134","271974","0.600912059602034","2333","194","cani1243","0.154639175257732","GB197CC","0.0407201028718388","nort2836","NA","3.78936417045514","0.270940909775722"
"136","135","271934","0.601081324821842","2332","194","cani1243","0.154639175257732","GB197CC","0.04073756432247","maqu1238","NA","3.78871095434968","0.270874709003276"
"137","136","271878","0.601215353792673","2331","194","cani1243","0.154639175257732","GB197CC","0.0407550407550408","hert1241","NA","3.78903587660417","0.270857401926191"
"138","137","271815","0.601334011769391","2330","194","cani1243","0.154639175257732","GB197CC","0.0407725321888412","tune1261","NA","3.78977281863165","0.270857545023681"
"139","138","271777","0.601508102676694","2329","194","cani1243","0.154639175257732","GB197CC","0.0407900386431945","sion1247","NA","3.78903739296783","0.270780094068131"
"140","139","271729","0.601660201225777","2328","194","cani1243","0.154639175257732","GB197CC","0.040807560137457","waru1264","NA","3.78905991329928","0.270726231740028"
"141","140","271670","0.601788063920184","2327","194","cani1243","0.154639175257732","GB197CC","0.0408250966910185","tetu1245","NA","3.79001554142022","0.270681166006868"
"142","141","271612","0.601918252652667","2326","194","cani1243","0.154639175257732","GB197CC","0.0408426483233018","wara1292","NA","3.79075344316463","0.27066777978193"
"143","142","271553","0.60204633632635","2325","194","cani1243","0.154639175257732","GB197CC","0.0408602150537634","idaa1241","NA","3.79171010648212","0.270616679545163"
"144","143","271492","0.602170094220771","2324","194","cani1243","0.154639175257732","GB197CC","0.0408777969018933","indo1316","NA","3.79266689096013","0.270563098052969"
"145","144","271457","0.602351651570357","2323","194","cani1243","0.154639175257732","GB197CC","0.0408953938872148","nina1238","NA","3.79150080293973","0.27048606300915"
"146","145","271401","0.602486747116332","2322","194","cani1243","0.154639175257732","GB197CC","0.0404823428079242","geru1240","NA","3.79182600646228","0.270461500358927"
"147","146","271335","0.602599750374217","2321","194","cani1243","0.154639175257732","GB197CC","0.040499784575614","tuml1238","NA","3.79278374379248","0.27044491762348"
"148","147","271275","0.602726182012087","2320","194","cani1243","0.154639175257732","GB197CC","0.0405172413793103","bela1260","NA","3.79374160005742","0.270393173672579"
"149","148","271213","0.602848277119092","2319","194","cani1243","0.154639175257732","GB197CC","0.0405347132384649","tibe1274","NA","3.79448315857361","0.270365449030302"
"150","149","271165","0.603001609990838","2318","194","cani1243","0.154639175257732","GB197CC","0.0405522001725626","yucu1253","NA","3.79432918465036","0.270325902739361"
"151","150","271101","0.603119479953192","2317","194","cani1243","0.154639175257732","GB197CC","0.0405697022011221","mand1423","NA","3.79507052603039","0.27029555106983"
"152","151","271034","0.603230774709328","2316","194","cani1243","0.154639175257732","GB197CC","0.040587219343696","ling1263","NA","3.79581120505836","0.27027039486418"
"153","152","270967","0.603342165616441","2315","194","cani1243","0.154639175257732","GB197CC","0.0406047516198704","taki1248","NA","3.79677247345509","0.270223353860251"
"154","153","270917","0.603491521799178","2314","194","cani1243","0.154639175257732","GB197CC","0.0406222990492653","east1236","NA","3.79692831405098","0.270155122944265"
"155","154","270850","0.603603121754672","2313","194","cani1243","0.154639175257732","GB197CC","0.0406398616515348","jita1239","NA","3.7976698212273","0.270158048908073"
"156","155","270789","0.603728195341205","2312","194","cani1243","0.154639175257732","GB197CC","0.0406574394463668","sout2896","NA","3.79863280237244","0.27011223843061"
"157","156","270727","0.603851146689745","2311","194","cani1243","0.154639175257732","GB197CC","0.0406750324534833","nort2864","NA","3.79959590258008","0.270090485366187"
"158","157","270676","0.603998750390503","2310","194","cani1243","0.154639175257732","GB197CC","0.0406926406926407","dyir1250","NA","3.79961865727851","0.270053645361925"
"159","158","270627","0.604150946765905","2309","194","cani1243","0.154639175257732","GB197CC","0.0407102641836293","yawa1261","NA","3.7994559599929","0.270011292119919"
"160","159","270561","0.604265307580982","2308","194","cani1243","0.154639175257732","GB197CC","0.0407279029462738","yabe1254","NA","3.80042032687105","0.269963299929445"
"161","160","270491","0.604370830149388","2307","194","cani1243","0.154639175257732","GB197CC","0.0407455570004335","seng1281","NA","3.80138481076593","0.269951779770662"
"162","161","270431","0.60449879739988","2306","194","cani1243","0.154639175257732","GB197CC","0.0407632263660017","sher1257","NA","3.80195860725997","0.26993781108804"
"163","162","270389","0.604667128832435","2305","194","cani1243","0.154639175257732","GB197CC","0.0407809110629067","macu1259","NA","3.80126876033341","0.269872407387162"
"164","163","270352","0.604846792668958","2304","194","cani1243","0.154639175257732","GB197CC","0.0407986111111111","haio1238","NA","3.80010035336054","0.269797443552612"
"165","164","270288","0.604966180374321","2303","194","cani1243","0.154639175257732","GB197CC","0.0408163265306122","kima1244","NA","3.80106621654613","0.26975067011687"
"166","165","270218","0.605072236602864","2302","194","cani1243","0.154639175257732","GB197CC","0.0408340573414422","chim1312","NA","3.80181362654284","0.269761332843202"
"167","166","270155","0.605194066228489","2301","194","cani1243","0.154639175257732","GB197CC","0.040851803563668","taga1270","NA","3.80278053830679","0.269713970007591"
"168","167","270086","0.605302554908113","2300","194","cani1243","0.154639175257732","GB197CC","0.0408695652173913","mota1237","NA","3.80374756448486","0.269705271651718"
"169","168","270024","0.605426832822877","2299","194","cani1243","0.154639175257732","GB197CC","0.040887342322749","nucl1460","NA","3.80471470337663","0.269649677407757"
"170","169","269961","0.605548975801459","2298","194","cani1243","0.154639175257732","GB197CC","0.040905134899913","lunb1237","NA","3.80568195327059","0.269596574644338"
"171","170","269895","0.60566449290648","2297","194","cani1243","0.154639175257732","GB197CC","0.0409229429690901","oldm1243","NA","3.80664931244411","0.269565680662479"
"172","171","269836","0.605795825999497","2296","194","cani1243","0.154639175257732","GB197CC","0.0405052264808362","giiw1236","NA","3.80698577582612","0.269531118880003"
"173","172","269743","0.608724792836381","2296","193","cani1243","0.155440414507772","GB285cc","0.0435540069686411","NA","GB197CC","3.80698577582612","0.267265654718588"
"174","173","269698","0.608888437355368","2295","193","cani1243","0.155440414507772","GB285cc","0.0435729847494553","suru1261","NA","3.80646679820492","0.267187455378568"
"175","174","269626","0.608991240948453","2294","193","cani1243","0.155440414507772","GB285cc","0.04359197907585","ndob1238","NA","3.80721916725497","0.26718121635432"
"176","175","269560","0.609107692029583","2293","193","cani1243","0.155440414507772","GB285cc","0.0436109899694723","east2440","NA","3.80818871833737","0.26713803032672"
"177","176","269495","0.609226505348633","2292","193","cani1243","0.155440414507772","GB285cc","0.043630017452007","labu1249","NA","3.80915837742627","0.267074628629758"
"178","177","269451","0.609392916187017","2291","193","cani1243","0.155440414507772","GB285cc","0.0436490615451768","inga1252","NA","3.80837779486145","0.267005803770436"
"179","178","269390","0.609521008213227","2290","193","cani1243","0.155440414507772","GB285cc","0.0436681222707424","nort2724","NA","3.80895943128887","0.266977450315214"
"180","179","269356","0.609710328966877","2289","193","cani1243","0.155440414507772","GB285cc","0.0436871996505024","iwai1244","NA","3.80741253966294","0.266885989088561"
"181","180","269295","0.609838671691003","2288","193","cani1243","0.155440414507772","GB285cc","0.0437062937062937","gala1264","NA","3.80774806490845","0.266870522561879"
"182","181","269224","0.609944471001901","2287","193","cani1243","0.155440414507772","GB285cc","0.0437254044599913","lamo1244","NA","3.80871967364809","0.266831284930209"
"183","182","269124","0.61289352864014","2287","192","cani1243","0.15625","GB556OM","0.0725841714035855","NA","GB285cc","3.80871967364809","0.264506024583421"
"184","183","269059","0.613013542578011","2286","192","cani1243","0.15625","GB556OM","0.0726159230096238","biat1246","NA","3.80969138900094","0.264454531113467"
